#this is an empty line
#this is an empty line
#this is an empty line
#this is an empty line
"Japan"	"European Union (28)"	
"Japan"	"Other Africa"	
"Japan"	"North America"	
"Japan"	"South Africa"	
"Japan"	"Brazil"	
"Japan"	"Japan"	
"Japan"	"Six East Asian traders"	
"Japan"	"Other Asia"	
"Japan"	"Developed Economies"	
"Japan"	"Other CIS (CIS11)"	
"Jordan"	"World"	
"Kazakhstan"	"World"	
"Kenya"	"World"	
"Kiribati"	"World"	
"Kyrgyz Republic"	"World"	
"Lao People's Democratic Republic"	"World"	
"Latvia"	"World"	
"LDC exporters of agriculture"	"World"	
"LDC exporters of manufactures"	"World"	
"LDC non-fuel mineral exporters"	"World"	
"LDC oil exporters"	"World"	
"Lebanese Republic"	"World"	
"Lesotho"	"World"	
"Liberia"	"World"	
"Libya"	"World"	
"Lithuania"	"World"	
"Luxembourg"	"World"	
"Madagascar"	"World"	
"Malawi"	"World"	
"Malaysia"	"World"	
"Malaysia"	"Other CIS (CIS11)"	
"Malaysia"	"Extra ASEAN Trade"	
"Malaysia"	"Russian Federation"	
"Malaysia"	"India"	
"Malaysia"	"Non-EU Western Europe"	
"Malaysia"	"China"	
"Malaysia"	"South and Central America and the Caribbean"	
"Malaysia"	"Other Asia"	
"Malaysia"	"Other Africa"	
"Malaysia"	"Africa"	
"Malaysia"	"Australia and New Zealand"	
"Malaysia"	"Japan"	
"Malaysia"	"Europe"	
"Malaysia"	"Middle East"	
"Malaysia"	"European Union (28)"	
"Malaysia"	"North America"	
"Malaysia"	"Asia"	
"Malaysia"	"Association of Southeast Asian Nations (ASEAN)"	
"Malaysia"	"Non-EU south-eastern Europe"	
"Malaysia"	"South Africa"	
"Malaysia"	"Four East Asian traders"	
"Malaysia"	"Brazil"	
"Malaysia"	"Mexico"	
"Malaysia"	"United States of America"	
"Maldives"	"World"	
"Mali"	"World"	
"Malta"	"World"	
"Marshall Islands"	"World"	
"Martinique"	"World"	
"Mauritania"	"World"	
"Mauritius"	"World"	
"Mexico"	"World"	
"Mexico"	"China"	
"Mexico"	"India"	
"Mexico"	"Europe"	
"Mexico"	"Developed Economies"	
"Mexico"	"Asia"	
"Mexico"	"Four East Asian traders"	
"Mexico"	"North America"	
"Mexico"	"Non-EU Western Europe"	
"Mexico"	"European Union (27)"	
"Mexico"	"Russian Federation"	
"Mexico"	"European Union (28)"	
"Mexico"	"Developed Asia"	
"Mexico"	"Africa"	
"Mexico"	"Brazil"	
"Mexico"	"South and Central America and the Caribbean"	
"Mexico"	"Developing Asia"	
"Mexico"	"Extra NAFTA Trade"	
"Mexico"	"Japan"	
"Mexico"	"Middle East"	
"Mexico"	"Other Africa"	
"Mexico"	"South Africa"	
"Mexico"	"Six East Asian traders"	
"Mexico"	"Australia and New Zealand"	
"Mexico"	"Other Asia"	
"Mexico"	"North American Free Trade Agreement (NAFTA)"	
"Mexico"	"Other CIS (CIS11)"	
"Mexico"	"Non-EU south-eastern Europe"	
"Mexico"	"United States of America"	
"Mexico"	"Mexico"	
"Mexico"	"Extra Pacific Alliance Trade"	
"Mexico"	"Pacific Alliance"	
"Middle East"	"World"	
"Middle East"	"Four East Asian traders"	
"Middle East"	"Africa"	
"Middle East"	"European Union (27)"	
"Middle East"	"Australia and New Zealand"	
"Middle East"	"Mexico"	
"Middle East"	"Brazil"	
"Middle East"	"Other Asia"	
"Middle East"	"Non-EU south-eastern Europe"	
"Middle East"	"India"	
"Middle East"	"Other CIS (CIS11)"	
"Middle East"	"South and Central America and the Caribbean"	
"Middle East"	"United States of America"	
"Middle East"	"Non-EU Western Europe"	
"Middle East"	"North America"	
"Middle East"	"Developing Asia"	
"Middle East"	"Japan"	
"Middle East"	"Other Africa"	
"Middle East"	"Developed Economies"	
"Middle East"	"Middle East"	
"Middle East"	"European Union (28)"	
"Middle East"	"Developed Asia"	
"Middle East"	"Six East Asian traders"	
"Middle East"	"China"	
"Middle East"	"Europe"	
"Middle East"	"South Africa"	
"Middle East"	"Russian Federation"	
"Middle East"	"Asia"	
"Mongolia"	"World"	
"Montenegro"	"World"	
"Montserrat"	"World"	
"Morocco"	"World"	
"Mozambique"	"World"	
"Myanmar"	"World"	
"Namibia"	"World"	
"Nauru"	"World"	
"Nepal"	"World"	
"Netherlands"	"World"	
"Netherlands Antilles"	"World"	
"Netherlands Antilles (incl. Aruba)"	"World"	
"New Caledonia"	"World"	
"New Zealand"	"World"	
"Nicaragua"	"World"	
"Niger"	"World"	
"Nigeria"	"World"	
"Niue"	"World"	
"Non-EU south-eastern Europe"	"World"	
"Non-EU south-eastern Europe"	"Africa"	
"Non-EU south-eastern Europe"	"Non-EU Western Europe"	
"Non-EU south-eastern Europe"	"Other Africa"	
"Non-EU south-eastern Europe"	"China"	
"Non-EU south-eastern Europe"	"Other Asia"	
"Non-EU south-eastern Europe"	"Middle East"	
"Non-EU south-eastern Europe"	"Six East Asian traders"	
"Non-EU south-eastern Europe"	"North America"	
"Non-EU south-eastern Europe"	"European Union (27)"	
"Non-EU south-eastern Europe"	"Asia"	
"Non-EU south-eastern Europe"	"South and Central America and the Caribbean"	
"Non-EU south-eastern Europe"	"Europe"	
"Non-EU south-eastern Europe"	"Developing Asia"	
"Non-EU south-eastern Europe"	"India"	
"Non-EU south-eastern Europe"	"Russian Federation"	
"Non-EU south-eastern Europe"	"Australia and New Zealand"	
"Non-EU south-eastern Europe"	"Four East Asian traders"	
"Non-EU south-eastern Europe"	"United States of America"	
"Non-EU south-eastern Europe"	"Developed Asia"	
"Non-EU south-eastern Europe"	"Brazil"	
"Non-EU south-eastern Europe"	"Other CIS (CIS11)"	
"Non-EU south-eastern Europe"	"South Africa"	
"Non-EU south-eastern Europe"	"Developed Economies"	
"Non-EU south-eastern Europe"	"Non-EU south-eastern Europe"	
"Non-EU south-eastern Europe"	"Japan"	
"Non-EU south-eastern Europe"	"European Union (28)"	
"Non-EU south-eastern Europe"	"Mexico"	
"Non-EU Western Europe"	"World"	
"Non-EU Western Europe"	"Europe"	
"Non-EU Western Europe"	"Russian Federation"	
"Non-EU Western Europe"	"India"	
"Non-EU Western Europe"	"Asia"	
"Non-EU Western Europe"	"Other CIS (CIS11)"	
"Non-EU Western Europe"	"South and Central America and the Caribbean"	
"Non-EU Western Europe"	"Brazil"	
"Non-EU Western Europe"	"Middle East"	
"Non-EU Western Europe"	"Developing Asia"	
"Non-EU Western Europe"	"Japan"	
"Non-EU Western Europe"	"European Union (28)"	
"Non-EU Western Europe"	"Developed Asia"	
"Non-EU Western Europe"	"Other Africa"	
"Non-EU Western Europe"	"Six East Asian traders"	
"Non-EU Western Europe"	"Other Asia"	
"Non-EU Western Europe"	"Non-EU south-eastern Europe"	
"Non-EU Western Europe"	"Four East Asian traders"	
"Non-EU Western Europe"	"South Africa"	
"Non-EU Western Europe"	"North America"	
"Non-EU Western Europe"	"Non-EU Western Europe"	
"Non-EU Western Europe"	"Developed Economies"	
"Non-EU Western Europe"	"Australia and New Zealand"	
"Non-EU Western Europe"	"China"	
"Non-EU Western Europe"	"European Union (27)"	
"Non-EU Western Europe"	"Mexico"	
"Non-EU Western Europe"	"United States of America"	
"Non-EU Western Europe"	"Africa"	
"North America"	"World"	
"North America"	"Japan"	
"North America"	"Mexico"	
"North America"	"Non-EU Western Europe"	
"North America"	"Other Africa"	
"North America"	"Other Asia"	
"North America"	"Developed Economies"	
"North America"	"Other CIS (CIS11)"	
"North America"	"North America"	
"North America"	"India"	
"North America"	"South and Central America and the Caribbean"	
"North America"	"Middle East"	
"North America"	"Four East Asian traders"	
"North America"	"European Union (28)"	
"North America"	"Non-EU south-eastern Europe"	
"North America"	"Developing Asia"	
"North America"	"European Union (27)"	
"North America"	"China"	
"North America"	"Developed Asia"	
"North America"	"Australia and New Zealand"	
"North America"	"Africa"	
"North America"	"Asia"	
"North America"	"Russian Federation"	
"North America"	"United States of America"	
"North America"	"Europe"	
"North America"	"South Africa"	
"North America"	"Six East Asian traders"	
"North America"	"Brazil"	
"North American Free Trade Agreement (NAFTA)"	"World"	
"North American Free Trade Agreement (NAFTA)"	"Africa"	
"North American Free Trade Agreement (NAFTA)"	"Australia and New Zealand"	
"North American Free Trade Agreement (NAFTA)"	"Japan"	
"North American Free Trade Agreement (NAFTA)"	"Non-EU south-eastern Europe"	
"North American Free Trade Agreement (NAFTA)"	"Four East Asian traders"	
"North American Free Trade Agreement (NAFTA)"	"Extra NAFTA Trade"	
"North American Free Trade Agreement (NAFTA)"	"South and Central America and the Caribbean"	
"North American Free Trade Agreement (NAFTA)"	"China"	
"North American Free Trade Agreement (NAFTA)"	"North America"	
"North American Free Trade Agreement (NAFTA)"	"Other CIS (CIS11)"	
"North American Free Trade Agreement (NAFTA)"	"Other Africa"	
"North American Free Trade Agreement (NAFTA)"	"European Union (27)"	
"North American Free Trade Agreement (NAFTA)"	"European Union (28)"	
"North American Free Trade Agreement (NAFTA)"	"Middle East"	
"North American Free Trade Agreement (NAFTA)"	"Europe"	
"North American Free Trade Agreement (NAFTA)"	"Other Asia"	
"North American Free Trade Agreement (NAFTA)"	"Non-EU Western Europe"	
"North American Free Trade Agreement (NAFTA)"	"South Africa"	
"North American Free Trade Agreement (NAFTA)"	"Asia"	
"North American Free Trade Agreement (NAFTA)"	"Russian Federation"	
"North American Free Trade Agreement (NAFTA)"	"India"	
"North American Free Trade Agreement (NAFTA)"	"North American Free Trade Agreement (NAFTA)"	
"North American Free Trade Agreement (NAFTA)"	"Mexico"	
"North American Free Trade Agreement (NAFTA)"	"United States of America"	
"North American Free Trade Agreement (NAFTA)"	"Brazil"	
"Northern Mariana Islands"	"World"	
"Norway"	"World"	
"Oman"	"World"	
"Other Africa"	"World"	
"Other Africa"	"European Union (28)"	
"Other Africa"	"Russian Federation"	
"Other Africa"	"Six East Asian traders"	
"Other Africa"	"Asia"	
"Other Africa"	"South and Central America and the Caribbean"	
"Other Africa"	"Other Africa"	
"Other Africa"	"Developed Economies"	
"Other Africa"	"Non-EU Western Europe"	
"Other Africa"	"Other Asia"	
"Other Africa"	"European Union (27)"	
"Other Africa"	"Middle East"	
"Other Africa"	"Australia and New Zealand"	
"Other Africa"	"Non-EU south-eastern Europe"	
"Other Africa"	"Japan"	
"Other Africa"	"North America"	
"Other Africa"	"Developing Asia"	
"Other Africa"	"Developed Asia"	
"Other Africa"	"Other CIS (CIS11)"	
"Other Africa"	"Africa"	
"Other Africa"	"China"	
"Other Africa"	"United States of America"	
"Other Africa"	"Europe"	
"Other Africa"	"Four East Asian traders"	
"Other Africa"	"India"	
"Other Africa"	"South Africa"	
"Other Africa"	"Brazil"	
"Other Africa"	"Mexico"	
"Other Asia"	"World"	
"Other Asia"	"Mexico"	
"Other Asia"	"South Africa"	
"Other Asia"	"Four East Asian traders"	
"Other Asia"	"Developing Asia"	
"Other Asia"	"Brazil"	
"Other Asia"	"European Union (27)"	
"Other Asia"	"Middle East"	
"Other Asia"	"Russian Federation"	
"Other Asia"	"Developed Asia"	
"Other Asia"	"China"	
"Other Asia"	"European Union (28)"	
"Other Asia"	"Other CIS (CIS11)"	
"Other Asia"	"Six East Asian traders"	
"Other Asia"	"India"	
"Other Asia"	"United States of America"	
"Other Asia"	"Australia and New Zealand"	
"Other Asia"	"Other Africa"	
"Other Asia"	"Non-EU south-eastern Europe"	
"Other Asia"	"Asia"	
"Other Asia"	"Other Asia"	
"Other Asia"	"Japan"	
"Other Asia"	"South and Central America and the Caribbean"	
"Other Asia"	"Non-EU Western Europe"	
"Other Asia"	"Africa"	
"Other Asia"	"Europe"	
"Other Asia"	"Developed Economies"	
"Other Asia"	"North America"	
"Other CIS (CIS11)"	"World"	
"Other CIS (CIS11)"	"Australia and New Zealand"	
"Other CIS (CIS11)"	"North America"	
"Other CIS (CIS11)"	"Europe"	
"Other CIS (CIS11)"	"China"	
"Other CIS (CIS11)"	"Middle East"	
"Other CIS (CIS11)"	"European Union (28)"	
"Other CIS (CIS11)"	"Russian Federation"	
"Other CIS (CIS11)"	"Africa"	
"Other CIS (CIS11)"	"India"	
"Other CIS (CIS11)"	"South Africa"	
"Other CIS (CIS11)"	"Developed Economies"	
"Other CIS (CIS11)"	"Non-EU south-eastern Europe"	
"Other CIS (CIS11)"	"Six East Asian traders"	
"Other CIS (CIS11)"	"South and Central America and the Caribbean"	
"Other CIS (CIS11)"	"Non-EU Western Europe"	
"Other CIS (CIS11)"	"Asia"	
"Other CIS (CIS11)"	"Other Africa"	
"Other CIS (CIS11)"	"Japan"	
"Other CIS (CIS11)"	"European Union (27)"	
"Other CIS (CIS11)"	"Brazil"	
"Other CIS (CIS11)"	"United States of America"	
"Other CIS (CIS11)"	"Developing Asia"	
"Other CIS (CIS11)"	"Other CIS (CIS11)"	
"Other CIS (CIS11)"	"Mexico"	
"Other CIS (CIS11)"	"Four East Asian traders"	
"Other CIS (CIS11)"	"Developed Asia"	
"Other CIS (CIS11)"	"Other Asia"	
"Pacific Alliance"	"World"	
"Pacific Alliance"	"Russian Federation"	
"Pacific Alliance"	"Middle East"	
"Pacific Alliance"	"Japan"	
"Pacific Alliance"	"Non-EU Western Europe"	
"Pacific Alliance"	"Non-EU south-eastern Europe"	
"Pacific Alliance"	"Extra Pacific Alliance Trade"	
"Pacific Alliance"	"Europe"	
"Pacific Alliance"	"India"	
"Pacific Alliance"	"United States of America"	
"Pacific Alliance"	"South Africa"	
"Pacific Alliance"	"Africa"	
"Pacific Alliance"	"Asia"	
"Pacific Alliance"	"Other Asia"	
"Pacific Alliance"	"Australia and New Zealand"	
"Pacific Alliance"	"South and Central America and the Caribbean"	
"Pacific Alliance"	"Mexico"	
"Pacific Alliance"	"Pacific Alliance"	
"Pacific Alliance"	"Other CIS (CIS11)"	
"Pacific Alliance"	"China"	
"Pacific Alliance"	"Other Africa"	
"Pacific Alliance"	"North America"	
"Pacific Alliance"	"Four East Asian traders"	
"Pacific Alliance"	"European Union (28)"	
"Pacific Alliance"	"Brazil"	
"Pakistan"	"World"	
"Palau"	"World"	
"Panama"	"World"	
"Papua New Guinea"	"World"	
"Paraguay"	"World"	
"Paraguay"	"China"	
"Paraguay"	"South and Central America and the Caribbean"	
"Paraguay"	"Europe"	
"Paraguay"	"India"	
"Paraguay"	"North America"	
"Paraguay"	"Japan"	
"Paraguay"	"Africa"	
"Paraguay"	"Four East Asian traders"	
"Paraguay"	"Other Asia"	
"Paraguay"	"Southern Common Market (MERCOSUR)"	
"Paraguay"	"Non-EU Western Europe"	
"Paraguay"	"Other CIS (CIS11)"	
"Paraguay"	"Russian Federation"	
"Paraguay"	"Extra MERCOSUR Trade"	
"Paraguay"	"Middle East"	
"Paraguay"	"European Union (28)"	
"Paraguay"	"European Union (27)"	
"Paraguay"	"Australia and New Zealand"	
"Paraguay"	"Other Africa"	
"Paraguay"	"South Africa"	
"Paraguay"	"Asia"	
"Paraguay"	"Non-EU south-eastern Europe"	
"Paraguay"	"Brazil"	
"Paraguay"	"United States of America"	
"Paraguay"	"Mexico"	
"Peru"	"World"	
"Peru"	"Extra Andean Community Trade"	
"Peru"	"South Africa"	
"Peru"	"Australia and New Zealand"	
"Peru"	"European Union (28)"	
"Peru"	"India"	
"Peru"	"Japan"	
"Peru"	"Russian Federation"	
"Peru"	"Four East Asian traders"	
"Peru"	"Andean Community (ANDEAN)"	
"Peru"	"Mexico"	
"Peru"	"Non-EU Western Europe"	
"Peru"	"Non-EU south-eastern Europe"	
"Peru"	"Other Africa"	
"Peru"	"Africa"	
"Peru"	"Asia"	
"Peru"	"Brazil"	
"Peru"	"Other CIS (CIS11)"	
"Peru"	"South and Central America and the Caribbean"	
"Peru"	"China"	
"Peru"	"North America"	
"Peru"	"Europe"	
"Peru"	"Other Asia"	
"Peru"	"United States of America"	
"Peru"	"Middle East"	
"Peru"	"Extra Pacific Alliance Trade"	
"Peru"	"Pacific Alliance"	
"Philippines"	"World"	
"Philippines"	"Four East Asian traders"	
"Philippines"	"Non-EU Western Europe"	
"Philippines"	"India"	
"Philippines"	"South and Central America and the Caribbean"	
"Philippines"	"Asia"	
"Philippines"	"European Union (28)"	
"Philippines"	"Other Africa"	
"Philippines"	"Russian Federation"	
"Philippines"	"Association of Southeast Asian Nations (ASEAN)"	
"Philippines"	"Middle East"	
"Philippines"	"Europe"	
"Philippines"	"China"	
"Philippines"	"Japan"	
"Philippines"	"Extra ASEAN Trade"	
"Philippines"	"South Africa"	
"Philippines"	"Australia and New Zealand"	
"Philippines"	"Africa"	
"Philippines"	"Other Asia"	
"Philippines"	"Non-EU south-eastern Europe"	
"Philippines"	"Other CIS (CIS11)"	
"Philippines"	"North America"	
"Philippines"	"Brazil"	
"Philippines"	"Mexico"	
"Philippines"	"United States of America"	
"Poland"	"World"	
"Portugal"	"World"	
"Qatar"	"World"	
"Reunion"	"World"	
"Romania"	"World"	
"Russian Federation"	"World"	
"Russian Federation"	"Mexico"	
"Russian Federation"	"Other CIS (CIS11)"	
"Russian Federation"	"Russian Federation"	
"Russian Federation"	"Non-EU south-eastern Europe"	
"Russian Federation"	"China"	
"Russian Federation"	"Developing Asia"	
"Russian Federation"	"Non-EU Western Europe"	
"Russian Federation"	"South Africa"	
"Russian Federation"	"Japan"	
"Russian Federation"	"European Union (28)"	
"Russian Federation"	"European Union (27)"	
"Russian Federation"	"Developed Economies"	
"Russian Federation"	"India"	
"Russian Federation"	"Middle East"	
"Russian Federation"	"Four East Asian traders"	
"Russian Federation"	"Brazil"	
"Russian Federation"	"North America"	
"Russian Federation"	"Europe"	
"Russian Federation"	"United States of America"	
"Russian Federation"	"Asia"	
"Russian Federation"	"Australia and New Zealand"	
"Russian Federation"	"Africa"	
"Russian Federation"	"South and Central America and the Caribbean"	
"Russian Federation"	"Six East Asian traders"	
"Russian Federation"	"Other Asia"	
"Russian Federation"	"Developed Asia"	
"Russian Federation"	"Other Africa"	
"Rwanda"	"World"	
"SAFTA (South Asian Free Trade Agreement)"	"World"	
"Saint Helena"	"World"	
"Saint Kitts and Nevis"	"World"	
"Saint Lucia"	"World"	
"Saint Martin"	"World"	
"Saint Pierre and Miquelon"	"World"	
"Saint Vincent and the Grenadines"	"World"	
"Samoa"	"World"	
"Sao Tomé and Principe"	"World"	
"Senegal"	"World"	
"Serbia"	"World"	
"Serbia and Montenegro"	"World"	
"Seychelles"	"World"	
"Sierra Leone"	"World"	
"Singapore"	"World"	
"Singapore"	"Other Africa"	
"Singapore"	"Asia"	
"Singapore"	"Other CIS (CIS11)"	
"Singapore"	"European Union (28)"	
"Singapore"	"South and Central America and the Caribbean"	
"Singapore"	"Non-EU south-eastern Europe"	
"Singapore"	"Africa"	
"Singapore"	"Europe"	
"Singapore"	"South Africa"	
"Singapore"	"Association of Southeast Asian Nations (ASEAN)"	
"Singapore"	"Japan"	
"Singapore"	"India"	
"Singapore"	"North America"	
"Singapore"	"China"	
"Singapore"	"Extra ASEAN Trade"	
"Singapore"	"Other Asia"	
"Singapore"	"Four East Asian traders"	
"Singapore"	"Non-EU Western Europe"	
"Singapore"	"Middle East"	
"Singapore"	"Russian Federation"	
"Singapore"	"Australia and New Zealand"	
"Singapore"	"Brazil"	
"Singapore"	"United States of America"	
"Singapore"	"Mexico"	
"Six East Asian traders"	"World"	
"Six East Asian traders"	"European Union (27)"	
"Six East Asian traders"	"South Africa"	
"Six East Asian traders"	"Mexico"	
"Six East Asian traders"	"Asia"	
"Six East Asian traders"	"Europe"	
"Six East Asian traders"	"Non-EU Western Europe"	
"Six East Asian traders"	"Russian Federation"	
"Six East Asian traders"	"Non-EU south-eastern Europe"	
"Six East Asian traders"	"Developed Economies"	
"Six East Asian traders"	"Developing Asia"	
"Six East Asian traders"	"United States of America"	
"Six East Asian traders"	"Four East Asian traders"	
"Six East Asian traders"	"Middle East"	
"Six East Asian traders"	"North America"	
"Six East Asian traders"	"Africa"	
"Six East Asian traders"	"Australia and New Zealand"	
"Six East Asian traders"	"Brazil"	
"Six East Asian traders"	"India"	
"Six East Asian traders"	"South and Central America and the Caribbean"	
"Six East Asian traders"	"Japan"	
"Six East Asian traders"	"Six East Asian traders"	
"Six East Asian traders"	"Other Africa"	
"Six East Asian traders"	"Other CIS (CIS11)"	
"Six East Asian traders"	"China"	
"Six East Asian traders"	"Other Asia"	
"Slovak Republic"	"World"	
"Slovenia"	"World"	
"Solomon Islands"	"World"	
"Somalia"	"World"	
"South Africa"	"World"	
"South and Central America and the Caribbean"	"World"	
"South and Central America and the Caribbean"	"Developed Economies"	
"South and Central America and the Caribbean"	"United States of America"	
"South and Central America and the Caribbean"	"Europe"	
"South and Central America and the Caribbean"	"Middle East"	
"South and Central America and the Caribbean"	"India"	
"South and Central America and the Caribbean"	"Africa"	
"South and Central America and the Caribbean"	"Asia"	
"South and Central America and the Caribbean"	"Non-EU south-eastern Europe"	
"South and Central America and the Caribbean"	"Japan"	
"South and Central America and the Caribbean"	"Russian Federation"	
"South and Central America and the Caribbean"	"European Union (28)"	
"South and Central America and the Caribbean"	"Brazil"	
"South and Central America and the Caribbean"	"Australia and New Zealand"	
"South and Central America and the Caribbean"	"European Union (27)"	
"South and Central America and the Caribbean"	"Other Africa"	
"South and Central America and the Caribbean"	"Four East Asian traders"	
"South and Central America and the Caribbean"	"Other Asia"	
"South and Central America and the Caribbean"	"Mexico"	
"South and Central America and the Caribbean"	"South and Central America and the Caribbean"	
"South and Central America and the Caribbean"	"Non-EU Western Europe"	
"South and Central America and the Caribbean"	"Developed Asia"	
"South and Central America and the Caribbean"	"Developing Asia"	
"South and Central America and the Caribbean"	"China"	
"South and Central America and the Caribbean"	"Other CIS (CIS11)"	
"South and Central America and the Caribbean"	"Six East Asian traders"	
"South and Central America and the Caribbean"	"North America"	
"South and Central America and the Caribbean"	"South Africa"	
"Southern African Development Community (SADC)"	"World"	
"Southern African Development Community (SADC)"	"Middle East"	
"Southern African Development Community (SADC)"	"Non-EU Western Europe"	
"Southern African Development Community (SADC)"	"Europe"	
"Southern African Development Community (SADC)"	"North America"	
"Southern African Development Community (SADC)"	"Four East Asian traders"	
"Southern African Development Community (SADC)"	"European Union (28)"	
"Southern African Development Community (SADC)"	"Asia"	
"Southern African Development Community (SADC)"	"Africa"	
"Southern African Development Community (SADC)"	"South Africa"	
"Southern African Development Community (SADC)"	"Southern African Development Community (SADC)"	
"Southern African Development Community (SADC)"	"Other Asia"	
"Southern African Development Community (SADC)"	"Japan"	
"Southern African Development Community (SADC)"	"Australia and New Zealand"	
"Southern African Development Community (SADC)"	"United States of America"	
"Southern African Development Community (SADC)"	"Mexico"	
"Southern African Development Community (SADC)"	"Extra SADC Trade"	
"Southern African Development Community (SADC)"	"Russian Federation"	
"Southern African Development Community (SADC)"	"China"	
"Southern African Development Community (SADC)"	"Other Africa"	
"Southern African Development Community (SADC)"	"Other CIS (CIS11)"	
"Southern African Development Community (SADC)"	"Non-EU south-eastern Europe"	
"Southern African Development Community (SADC)"	"South and Central America and the Caribbean"	
"Southern African Development Community (SADC)"	"India"	
"Southern African Development Community (SADC)"	"Brazil"	
"Southern Common Market (MERCOSUR)"	"World"	
"Southern Common Market (MERCOSUR)"	"Russian Federation"	
"Southern Common Market (MERCOSUR)"	"Brazil"	
"Southern Common Market (MERCOSUR)"	"India"	
"Southern Common Market (MERCOSUR)"	"Asia"	
"Southern Common Market (MERCOSUR)"	"United States of America"	
"Southern Common Market (MERCOSUR)"	"Extra MERCOSUR Trade"	
"Southern Common Market (MERCOSUR)"	"Mexico"	
"Southern Common Market (MERCOSUR)"	"Africa"	
"Southern Common Market (MERCOSUR)"	"Non-EU Western Europe"	
"Southern Common Market (MERCOSUR)"	"South Africa"	
"Southern Common Market (MERCOSUR)"	"Japan"	
"Southern Common Market (MERCOSUR)"	"European Union (28)"	
"Southern Common Market (MERCOSUR)"	"South and Central America and the Caribbean"	
"Southern Common Market (MERCOSUR)"	"North America"	
"Southern Common Market (MERCOSUR)"	"China"	
"Southern Common Market (MERCOSUR)"	"Australia and New Zealand"	
"Southern Common Market (MERCOSUR)"	"Europe"	
"Southern Common Market (MERCOSUR)"	"Non-EU south-eastern Europe"	
"Southern Common Market (MERCOSUR)"	"Other CIS (CIS11)"	
"Southern Common Market (MERCOSUR)"	"Middle East"	
"Southern Common Market (MERCOSUR)"	"Four East Asian traders"	
"Southern Common Market (MERCOSUR)"	"European Union (27)"	
"Southern Common Market (MERCOSUR)"	"Other Africa"	
"Southern Common Market (MERCOSUR)"	"Southern Common Market (MERCOSUR)"	
"Southern Common Market (MERCOSUR)"	"Other Asia"	
"Spain"	"World"	
"Sri Lanka"	"World"	
"Sudan"	"World"	
"Suriname"	"World"	
"Sweden"	"World"	
"Switzerland"	"World"	
"Syrian Arab Republic"	"World"	
"Tajikistan"	"World"	
"Tanzania"	"World"	
"Thailand"	"World"	
"Thailand"	"North America"	
"Thailand"	"Australia and New Zealand"	
"Thailand"	"Asia"	
"Thailand"	"Africa"	
"Thailand"	"South and Central America and the Caribbean"	
"Thailand"	"Other Africa"	
"Thailand"	"Middle East"	
"Thailand"	"Four East Asian traders"	
"Thailand"	"Russian Federation"	
"Thailand"	"Japan"	
"Thailand"	"India"	
"Thailand"	"Other CIS (CIS11)"	
"Thailand"	"South Africa"	
"Thailand"	"Extra ASEAN Trade"	
"Thailand"	"China"	
"Thailand"	"Other Asia"	
"Thailand"	"Europe"	
"Thailand"	"Non-EU south-eastern Europe"	
"Thailand"	"Association of Southeast Asian Nations (ASEAN)"	
"Thailand"	"Non-EU Western Europe"	
"Thailand"	"European Union (28)"	
"Thailand"	"United States of America"	
"Thailand"	"Brazil"	
"Thailand"	"Mexico"	
"The former Yugoslav Republic of Macedonia"	"World"	
"The Gambia"	"World"	
"Timor-Leste"	"World"	
"Togo"	"World"	
"Tokelau"	"World"	
"Tonga"	"World"	
"Trinidad and Tobago"	"World"	
"Tunisia"	"World"	
"Turkey"	"World"	
"Turkmenistan"	"World"	
"Turks and Caicos Islands"	"World"	
"Tuvalu"	"World"	
"U.S.S.R."	"World"	
"Uganda"	"World"	
"Ukraine"	"World"	
"United Arab Emirates"	"World"	
"United Kingdom"	"World"	
"United States of America"	"World"	
"United States of America"	"North America"	
"United States of America"	"Six East Asian traders"	
"United States of America"	"European Union (28)"	
"United States of America"	"Other Asia"	
"United States of America"	"Non-EU south-eastern Europe"	
"United States of America"	"North American Free Trade Agreement (NAFTA)"	
"United States of America"	"Japan"	
"United States of America"	"Developed Asia"	
"United States of America"	"Mexico"	
"United States of America"	"Africa"	
"United States of America"	"Russian Federation"	
"United States of America"	"Middle East"	
"United States of America"	"Asia"	
"United States of America"	"Other Africa"	
"United States of America"	"South Africa"	
"United States of America"	"South and Central America and the Caribbean"	
"United States of America"	"China"	
"United States of America"	"European Union (27)"	
"United States of America"	"Four East Asian traders"	
"United States of America"	"Developing Asia"	
"United States of America"	"Developed Economies"	
"United States of America"	"Europe"	
"United States of America"	"Other CIS (CIS11)"	
"United States of America"	"Australia and New Zealand"	
"United States of America"	"India"	
"United States of America"	"Non-EU Western Europe"	
"United States of America"	"Extra NAFTA Trade"	
"United States of America"	"United States of America"	
"United States of America"	"Brazil"	
"Uruguay"	"World"	
"Uruguay"	"Four East Asian traders"	
"Uruguay"	"South and Central America and the Caribbean"	
"Uruguay"	"South Africa"	
"Uruguay"	"Other Asia"	
"Uruguay"	"India"	
"Uruguay"	"Extra MERCOSUR Trade"	
"Uruguay"	"China"	
"Uruguay"	"Middle East"	
"Uruguay"	"Russian Federation"	
"Uruguay"	"Japan"	
"Uruguay"	"European Union (28)"	
"Uruguay"	"North America"	
"Uruguay"	"Europe"	
"Uruguay"	"Southern Common Market (MERCOSUR)"	
"Uruguay"	"European Union (27)"	
"Uruguay"	"Non-EU Western Europe"	
"Uruguay"	"Other CIS (CIS11)"	
